Opérateur,Statut,Année,Valeur
PARC NATIONAL DES CEVENNES,EPA,2021,657
PARC NATIONAL DES CEVENNES,EPA,2022,681
PARC NATIONAL DES CEVENNES,EPA,2023,712
PARC NATIONAL DES ECRINS,EPA,2021,668
PARC NATIONAL DES ECRINS,EPA,2022,622
PARC NATIONAL DES ECRINS,EPA,2023,656
PARC NATIONAL DES PYRENEES,EPA,2021,625
PARC NATIONAL DES PYRENEES,EPA,2022,621
PARC NATIONAL DES PYRENEES,EPA,2023,693
PARC NATIONAL DU MERCANTOUR,EPA,2021,651
PARC NATIONAL DU MERCANTOUR,EPA,2022,663
PARC NATIONAL DU MERCANTOUR,EPA,2023,673
PARC NATIONAL LA VANOISE,EPA,2021,581
PARC NATIONAL LA VANOISE,EPA,2022,708
PARC NATIONAL LA VANOISE,EPA,2023,688
PARC NATIONAL LES CALANQUES,EPA,2021,711
PARC NATIONAL LES CALANQUES,EPA,2022,646
PARC NATIONAL LES CALANQUES,EPA,2023,665
RESEAU CANOPE,EPA,2021,986
RESEAU CANOPE,EPA,2022,945
RESEAU CANOPE,EPA,2023,963
SERVICE HYDROGRAPHIQUE ET OCEANOGRAPHIQUE DE LA MARINE,EPA,2021,969
SERVICE HYDROGRAPHIQUE ET OCEANOGRAPHIQUE DE LA MARINE,EPA,2022,1019
SERVICE HYDROGRAPHIQUE ET OCEANOGRAPHIQUE DE LA MARINE,EPA,2023,1104
SOCIETE DU GRAND PARIS,EPIC,2021,2045
SOCIETE DU GRAND PARIS,EPIC,2022,2078
SOCIETE DU GRAND PARIS,EPIC,2023,2230
SOLIDEO - Société de livraison des équipements olympiques et paralympiques,EPIC,2021,1336
SOLIDEO - Société de livraison des équipements olympiques et paralympiques,EPIC,2022,1585
SOLIDEO - Société de livraison des équipements olympiques et paralympiques,EPIC,2023,1647
SORBONNE UNIVERSITE,EPSCP,2021,1336
SORBONNE UNIVERSITE,EPSCP,2022,1500
SORBONNE UNIVERSITE,EPSCP,2023,1598
THEATRE NATIONAL DE CHAILLOT,EPIC,2021,700
THEATRE NATIONAL DE CHAILLOT,EPIC,2022,814
THEATRE NATIONAL DE CHAILLOT,EPIC,2023,833
THEATRE NATIONAL DE L'ODEON,EPIC,2021,788
THEATRE NATIONAL DE L'ODEON,EPIC,2022,740
THEATRE NATIONAL DE L'ODEON,EPIC,2023,849
THEATRE NATIONAL DE L'OPERA COMIQUE,EPIC,2021,854
THEATRE NATIONAL DE L'OPERA COMIQUE,EPIC,2022,1009
THEATRE NATIONAL DE L'OPERA COMIQUE,EPIC,2023,966
THEATRE NATIONAL DE LA COLLINE,EPIC,2021,684
THEATRE NATIONAL DE LA COLLINE,EPIC,2022,703
THEATRE NATIONAL DE LA COLLINE,EPIC,2023,757
THEATRE NATIONAL DE STRASBOURG,EPIC,2021,744
THEATRE NATIONAL DE STRASBOURG,EPIC,2022,737
THEATRE NATIONAL DE STRASBOURG,EPIC,2023,745
UNIVERSITE AMIENS PICARDIE JULES VERNE,EPSCP,2021,964
UNIVERSITE AMIENS PICARDIE JULES VERNE,EPSCP,2022,984
UNIVERSITE AMIENS PICARDIE JULES VERNE,EPSCP,2023,1000
UNIVERSITE AVIGNON ET DES PAYS DE VAUCLUSE,EPSCP,2021,929
UNIVERSITE AVIGNON ET DES PAYS DE VAUCLUSE,EPSCP,2022,921
UNIVERSITE AVIGNON ET DES PAYS DE VAUCLUSE,EPSCP,2023,981
UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III,EPSCP,2021,845
UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III,EPSCP,2022,895
UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III,EPSCP,2023,916
UNIVERSITE BOURGOGNE FRANCHE COMTE,EPSCP,2021,937
UNIVERSITE BOURGOGNE FRANCHE COMTE,EPSCP,2022,924
UNIVERSITE BOURGOGNE FRANCHE COMTE,EPSCP,2023,983
UNIVERSITE BREST BRETAGNE OCCIDENTALE,EPSCP,2021,965
UNIVERSITE BREST BRETAGNE OCCIDENTALE,EPSCP,2022,1005
UNIVERSITE BREST BRETAGNE OCCIDENTALE,EPSCP,2023,1053
UNIVERSITE CLAUDE BERNARD LYON 1,EPSCP,2021,1055
UNIVERSITE CLAUDE BERNARD LYON 1,EPSCP,2022,1055
UNIVERSITE CLAUDE BERNARD LYON 1,EPSCP,2023,1221
UNIVERSITE CLERMONT AUVERGNE,EPSCP,2021,930
UNIVERSITE CLERMONT AUVERGNE,EPSCP,2022,1007
UNIVERSITE CLERMONT AUVERGNE,EPSCP,2023,1000
UNIVERSITE COTE AZUR - établissement expérimental,EPSCP,2021,985
UNIVERSITE COTE AZUR - établissement expérimental,EPSCP,2022,1049
UNIVERSITE COTE AZUR - établissement expérimental,EPSCP,2023,1097
UNIVERSITE D ARTOIS,EPSCP,2021,897
UNIVERSITE D ARTOIS,EPSCP,2022,952
UNIVERSITE D ARTOIS,EPSCP,2023,976
UNIVERSITE D'AIX MARSEILLE,EPSCP,2021,1110
UNIVERSITE D'AIX MARSEILLE,EPSCP,2022,1113
UNIVERSITE D'AIX MARSEILLE,EPSCP,2023,1129
UNIVERSITE D'ANGERS,EPSCP,2021,892
UNIVERSITE D'ANGERS,EPSCP,2022,927
UNIVERSITE D'ANGERS,EPSCP,2023,950
UNIVERSITE D'EVRY VAL D'ESSONNE,EPSCP,2021,0
UNIVERSITE D'EVRY VAL D'ESSONNE,EPSCP,2022,0
UNIVERSITE D'EVRY VAL D'ESSONNE,EPSCP,2023,1031
UNIVERSITE D'ORLEANS,EPSCP,2021,851
UNIVERSITE D'ORLEANS,EPSCP,2022,891
UNIVERSITE D'ORLEANS,EPSCP,2023,931
UNIVERSITE DE BESANCON,EPSCP,2021,877
UNIVERSITE DE BESANCON,EPSCP,2022,924
UNIVERSITE DE BESANCON,EPSCP,2023,944
UNIVERSITE DE BORDEAUX,EPSCP,2021,1010
UNIVERSITE DE BORDEAUX,EPSCP,2022,1123
UNIVERSITE DE BORDEAUX,EPSCP,2023,1066
UNIVERSITE DE BRETAGNE SUD,EPSCP,2021,867
UNIVERSITE DE BRETAGNE SUD,EPSCP,2022,898
UNIVERSITE DE BRETAGNE SUD,EPSCP,2023,935
UNIVERSITE DE CAEN,EPSCP,2021,918
UNIVERSITE DE CAEN,EPSCP,2022,949
UNIVERSITE DE CAEN,EPSCP,2023,1019
UNIVERSITE DE CHAMBERY,EPSCP,2021,857
UNIVERSITE DE CHAMBERY,EPSCP,2022,925
UNIVERSITE DE CHAMBERY,EPSCP,2023,964
UNIVERSITE DE CORSE P PAOLI,EPSCP,2021,935
UNIVERSITE DE CORSE P PAOLI,EPSCP,2022,996
UNIVERSITE DE CORSE P PAOLI,EPSCP,2023,1043
UNIVERSITE DE LA GUYANE,EPSCP,2021,982
UNIVERSITE DE LA GUYANE,EPSCP,2022,935
UNIVERSITE DE LA GUYANE,EPSCP,2023,1015
UNIVERSITE DE LA REUNION,EPSCP,2021,1230
UNIVERSITE DE LA REUNION,EPSCP,2022,1263
UNIVERSITE DE LA REUNION,EPSCP,2023,1297
UNIVERSITE DE LA ROCHELLE,EPSCP,2021,969
UNIVERSITE DE LA ROCHELLE,EPSCP,2022,934
UNIVERSITE DE LA ROCHELLE,EPSCP,2023,944
UNIVERSITE DE LILLE,EPSCP,2021,1069
UNIVERSITE DE LILLE,EPSCP,2022,1058
UNIVERSITE DE LILLE,EPSCP,2023,1151
UNIVERSITE DE LIMOGES,EPSCP,2021,892
UNIVERSITE DE LIMOGES,EPSCP,2022,927
UNIVERSITE DE LIMOGES,EPSCP,2023,1010
UNIVERSITE DE LORRAINE,EPSCP,2021,1046
UNIVERSITE DE LORRAINE,EPSCP,2022,1005
UNIVERSITE DE LORRAINE,EPSCP,2023,1234
UNIVERSITE DE MONTPELLIER,EPSCP,2021,1104
UNIVERSITE DE MONTPELLIER,EPSCP,2022,1160
UNIVERSITE DE MONTPELLIER,EPSCP,2023,1205
UNIVERSITE DE MULHOUSE,EPSCP,2021,893
UNIVERSITE DE MULHOUSE,EPSCP,2022,926
UNIVERSITE DE MULHOUSE,EPSCP,2023,952
UNIVERSITE DE PARIS - établissement expérimental,EPSCP,2021,1100
UNIVERSITE DE PARIS - établissement expérimental,EPSCP,2022,1142
UNIVERSITE DE PARIS - établissement expérimental,EPSCP,2023,1169
UNIVERSITE DE PARIS VIII.PARIS VINCENNES,EPSCP,2021,932
UNIVERSITE DE PARIS VIII.PARIS VINCENNES,EPSCP,2022,959
UNIVERSITE DE PARIS VIII.PARIS VINCENNES,EPSCP,2023,985
UNIVERSITE DE PAU ET DU PAYS DE L'ADOUR,EPSCP,2021,933
UNIVERSITE DE PAU ET DU PAYS DE L'ADOUR,EPSCP,2022,988
UNIVERSITE DE PAU ET DU PAYS DE L'ADOUR,EPSCP,2023,1005
UNIVERSITE DE PERPIGNAN,EPSCP,2021,840
UNIVERSITE DE PERPIGNAN,EPSCP,2022,972
UNIVERSITE DE PERPIGNAN,EPSCP,2023,912
UNIVERSITE DE POITIERS,EPSCP,2021,854
UNIVERSITE DE POITIERS,EPSCP,2022,930
UNIVERSITE DE POITIERS,EPSCP,2023,945
UNIVERSITE DE REIMS CHAMPAGNE -ARDENNE,EPSCP,2021,924
UNIVERSITE DE REIMS CHAMPAGNE -ARDENNE,EPSCP,2022,979
UNIVERSITE DE REIMS CHAMPAGNE -ARDENNE,EPSCP,2023,968
UNIVERSITE DE ROUEN -NORMANDIE,EPSCP,2021,911
UNIVERSITE DE ROUEN -NORMANDIE,EPSCP,2022,959
UNIVERSITE DE ROUEN -NORMANDIE,EPSCP,2023,981
UNIVERSITE DE SAINT ETIENNE,EPSCP,2021,855
UNIVERSITE DE SAINT ETIENNE,EPSCP,2022,909
UNIVERSITE DE SAINT ETIENNE,EPSCP,2023,941
UNIVERSITE DE STRASBOURG,EPSCP,2021,1077
UNIVERSITE DE STRASBOURG,EPSCP,2022,1116
UNIVERSITE DE STRASBOURG,EPSCP,2023,1125
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,EPSCP,2021,985
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,EPSCP,2022,1013
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,EPSCP,2023,1022
UNIVERSITE DE TECHNOLOGIE DE TROYES,EPSCP,2021,1169
UNIVERSITE DE TECHNOLOGIE DE TROYES,EPSCP,2022,1180
UNIVERSITE DE TECHNOLOGIE DE TROYES,EPSCP,2023,1111
UNIVERSITE DE TOULON,EPSCP,2021,911
UNIVERSITE DE TOULON,EPSCP,2022,942
UNIVERSITE DE TOULON,EPSCP,2023,1012
UNIVERSITE DE TOURS FRANCOIS RABELAIS,EPSCP,2021,889
UNIVERSITE DE TOURS FRANCOIS RABELAIS,EPSCP,2022,920
UNIVERSITE DE TOURS FRANCOIS RABELAIS,EPSCP,2023,949
UNIVERSITE DES ANTILLES,EPSCP,2021,1110
UNIVERSITE DES ANTILLES,EPSCP,2022,1157
UNIVERSITE DES ANTILLES,EPSCP,2023,1232
UNIVERSITE DU HAVRE,EPSCP,2021,878
UNIVERSITE DU HAVRE,EPSCP,2022,978
UNIVERSITE DU HAVRE,EPSCP,2023,965
UNIVERSITE DU LITTORAL,EPSCP,2021,878
UNIVERSITE DU LITTORAL,EPSCP,2022,911
UNIVERSITE DU LITTORAL,EPSCP,2023,947
UNIVERSITE GRENOBLE ALPES,EPSCP,2021,951
UNIVERSITE GRENOBLE ALPES,EPSCP,2022,971
UNIVERSITE GRENOBLE ALPES,EPSCP,2023,1031
UNIVERSITE GUSTAVE EIFFEL - établissement expérimental,EPSCP,2021,1106
UNIVERSITE GUSTAVE EIFFEL - établissement expérimental,EPSCP,2022,0
UNIVERSITE GUSTAVE EIFFEL - établissement expérimental,EPSCP,2023,1341
UNIVERSITE LE MANS,EPSCP,2021,881
UNIVERSITE LE MANS,EPSCP,2022,925
UNIVERSITE LE MANS,EPSCP,2023,951
UNIVERSITE LYON 3 JEAN MOULIN,EPSCP,2021,922
UNIVERSITE LYON 3 JEAN MOULIN,EPSCP,2022,992
UNIVERSITE LYON 3 JEAN MOULIN,EPSCP,2023,1005
UNIVERSITE LYON II LUMIERE,EPSCP,2021,845
UNIVERSITE LYON II LUMIERE,EPSCP,2022,889
UNIVERSITE LYON II LUMIERE,EPSCP,2023,924
UNIVERSITE PARIS 1 PANTHEON -SORBONNE,EPSCP,2021,1060
UNIVERSITE PARIS 1 PANTHEON -SORBONNE,EPSCP,2022,990
UNIVERSITE PARIS 1 PANTHEON -SORBONNE,EPSCP,2023,1598
UNIVERSITE PARIS DAUPHINE,EPSCP,2021,1233
UNIVERSITE PARIS DAUPHINE,EPSCP,2022,1318
UNIVERSITE PARIS DAUPHINE,EPSCP,2023,1336
UNIVERSITE PARIS EST CRETEIL VAL DE MARNE,EPSCP,2021,1010
UNIVERSITE PARIS EST CRETEIL VAL DE MARNE,EPSCP,2022,1649
UNIVERSITE PARIS EST CRETEIL VAL DE MARNE,EPSCP,2023,1044
UNIVERSITE PARIS III SORBONNE NOUVELLE,EPSCP,2021,965
UNIVERSITE PARIS III SORBONNE NOUVELLE,EPSCP,2022,995
UNIVERSITE PARIS III SORBONNE NOUVELLE,EPSCP,2023,1013
UNIVERSITE PARIS SCIENCES ET LETTRES (PSL) - établissement expérimental,EPSCP,2021,652
UNIVERSITE PARIS SCIENCES ET LETTRES (PSL) - établissement expérimental,EPSCP,2022,646
UNIVERSITE PARIS SCIENCES ET LETTRES (PSL) - établissement expérimental,EPSCP,2023,712
UNIVERSITE PARIS X,EPSCP,2021,935
UNIVERSITE PARIS X,EPSCP,2022,964
UNIVERSITE PARIS X,EPSCP,2023,1026
UNIVERSITE PARIS XIII PARIS -NORD VILLETANEUSE,EPSCP,2021,939
UNIVERSITE PARIS XIII PARIS -NORD VILLETANEUSE,EPSCP,2022,967
UNIVERSITE PARIS XIII PARIS -NORD VILLETANEUSE,EPSCP,2023,982
UNIVERSITE PARIS -PANTHEON -ASSAS,EPSCP,2021,1144
UNIVERSITE PARIS -PANTHEON -ASSAS,EPSCP,2022,1176
UNIVERSITE PARIS -PANTHEON -ASSAS,EPSCP,2023,1210
UNIVERSITE PARIS -SACLAY - établissement exéprimental,EPSCP,2021,0
UNIVERSITE PARIS -SACLAY - établissement exéprimental,EPSCP,2022,1201
UNIVERSITE PARIS -SACLAY - établissement exéprimental,EPSCP,2023,1224
UNIVERSITE PAUL SABATIER TOULOUSE III,EPSCP,2021,942
UNIVERSITE PAUL SABATIER TOULOUSE III,EPSCP,2022,955
UNIVERSITE PAUL SABATIER TOULOUSE III,EPSCP,2023,1000
UNIVERSITE POLYTECHNIQUE HAUTS DE France - établissement expérimental,EPSCP,2021,1019
UNIVERSITE POLYTECHNIQUE HAUTS DE France - établissement expérimental,EPSCP,2022,1073
UNIVERSITE POLYTECHNIQUE HAUTS DE France - établissement expérimental,EPSCP,2023,1100
UNIVERSITE RENNES II HAUTE BRETAGNE,EPSCP,2021,855
UNIVERSITE RENNES II HAUTE BRETAGNE,EPSCP,2022,911
UNIVERSITE RENNES II HAUTE BRETAGNE,EPSCP,2023,911
UNIVERSITE TECHNOLOGIE BELFORT MONTBELIARD,EPSCP,2021,838
UNIVERSITE TECHNOLOGIE BELFORT MONTBELIARD,EPSCP,2022,838
UNIVERSITE TECHNOLOGIE BELFORT MONTBELIARD,EPSCP,2023,872
UNIVERSITE TOULOUSE II,EPSCP,2021,879
UNIVERSITE TOULOUSE II,EPSCP,2022,922
UNIVERSITE TOULOUSE II,EPSCP,2023,952
UNIVERSITE VERSAILLES ST QUENTIN YVELINE,EPSCP,2021,952
UNIVERSITE VERSAILLES ST QUENTIN YVELINE,EPSCP,2022,982
UNIVERSITE VERSAILLES ST QUENTIN YVELINE,EPSCP,2023,995
Universcience - ETABLISSEMENT PUBLIC DU PALAIS DE LA DECOUVERTE ET CITE DES SCIENCES ET DE L'INDUSTRIE,EPIC,2021,1107
Universcience - ETABLISSEMENT PUBLIC DU PALAIS DE LA DECOUVERTE ET CITE DES SCIENCES ET DE L'INDUSTRIE,EPIC,2022,1198
Universcience - ETABLISSEMENT PUBLIC DU PALAIS DE LA DECOUVERTE ET CITE DES SCIENCES ET DE L'INDUSTRIE,EPIC,2023,1208
Université Toulouse Capitole,EPSCP,2021,1012
Université Toulouse Capitole,EPSCP,2022,987
Université Toulouse Capitole,EPSCP,2023,1054
Université de Montpellier Paul -Valéry,EPSCP,2021,971
Université de Montpellier Paul -Valéry,EPSCP,2022,1003
Université de Montpellier Paul -Valéry,EPSCP,2023,1037
Université de Rennes,EPSCP,2021,987
Université de Rennes,EPSCP,2022,1002
Université de Rennes,EPSCP,2023,1039
Université de technologie de Tarbes,EPA,2021,804
Université de technologie de Tarbes,EPA,2022,835
Université de technologie de Tarbes,EPA,2023,874
VOIES NAVIGABLES DE FRANCE,EPA,2021,1161
VOIES NAVIGABLES DE FRANCE,EPA,2022,1168
VOIES NAVIGABLES DE FRANCE,EPA,2023,1152
